"administrative_level_2","day","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential"
"Alytaus apskr.",2021-03-22,-38,49,13,NA,-25,6
"Alytaus apskr.",2021-03-23,-38,46,36,NA,-22,4
"Alytaus apskr.",2021-03-24,-36,48,34,NA,-22,4
"Alytaus apskr.",2021-03-25,-36,45,16,NA,-23,5
"Alytaus apskr.",2021-03-26,-37,42,42,NA,-21,3
"Alytaus apskr.",2021-03-27,-48,30,26,NA,-1,-2
"Alytaus apskr.",2021-03-28,-58,35,6,NA,1,0
"Alytaus apskr.",2021-03-29,-40,46,14,NA,-23,5
"Alytaus apskr.",2021-03-30,-39,48,23,NA,-22,6
"Alytaus apskr.",2021-03-31,-35,55,61,NA,-20,3
"Alytaus apskr.",2021-04-01,-35,61,22,NA,-20,4
"Alytaus apskr.",2021-04-02,-37,57,27,NA,-21,4
"Alytaus apskr.",2021-04-03,-52,45,-5,NA,-8,3
"Alytaus apskr.",2021-04-04,-78,-72,58,NA,-13,0
"Alytaus apskr.",2021-04-05,-73,-2,50,NA,-80,19
"Alytaus apskr.",2021-04-06,-43,31,26,NA,-27,5
"Alytaus apskr.",2021-04-07,-37,43,40,NA,-26,5
"Alytaus apskr.",2021-04-08,-35,44,26,NA,-25,5
"Alytaus apskr.",2021-04-09,-35,47,30,NA,-26,4
"Alytaus apskr.",2021-04-10,-38,47,49,NA,-2,-4
"Alytaus apskr.",2021-04-11,-34,63,117,NA,4,-7
"Alytaus apskr.",2021-04-12,-31,54,67,NA,-20,1
"Alytaus apskr.",2021-04-13,-37,51,13,NA,-21,4
"Alytaus apskr.",2021-04-14,-40,47,-1,NA,-21,5
"Alytaus apskr.",2021-04-15,-35,50,4,NA,-20,5
"Alytaus apskr.",2021-04-16,-35,51,37,NA,-19,3
"Alytaus apskr.",2021-04-17,-36,51,60,NA,1,-6
"Alytaus apskr.",2021-04-18,-29,73,143,NA,6,-9
"Alytaus apskr.",2021-04-19,-29,64,99,NA,-19,0
"Alytaus apskr.",2021-04-20,-30,64,72,NA,-17,1
"Alytaus apskr.",2021-04-21,-30,71,89,NA,-17,0
"Alytaus apskr.",2021-04-22,-30,58,29,NA,-18,2
"Alytaus apskr.",2021-04-23,-35,53,32,NA,-18,3
"Alytaus apskr.",2021-04-24,-35,51,58,NA,1,-3
"Alytaus apskr.",2021-04-25,-37,52,56,NA,4,-2
"Alytaus apskr.",2021-04-26,-33,57,29,NA,-19,3
"Alytaus apskr.",2021-04-27,-33,54,31,NA,-19,4
"Alytaus apskr.",2021-04-28,-31,59,59,NA,-17,2
"Alytaus apskr.",2021-04-29,-23,62,72,NA,-18,0
"Alytaus apskr.",2021-04-30,-24,67,72,NA,-17,0
"Alytaus apskr.",2021-05-01,-18,84,122,NA,-6,-9
"Alytaus apskr.",2021-05-02,-30,100,61,NA,8,-7
"Alytaus apskr.",2021-05-03,-40,48,7,NA,-20,6
"Alytaus apskr.",2021-05-04,-28,57,59,NA,-18,2
"Alytaus apskr.",2021-05-05,-29,58,46,NA,-17,2
"Alytaus apskr.",2021-05-06,-27,57,39,NA,-17,2
"Alytaus apskr.",2021-05-07,-31,56,41,NA,-16,2
"Alytaus apskr.",2021-05-08,-30,53,62,NA,6,-5
"Alytaus apskr.",2021-05-09,-23,70,148,NA,11,-8
"Alytaus apskr.",2021-05-10,-19,73,177,NA,-16,-2
"Alytaus apskr.",2021-05-11,-16,75,160,NA,-16,-4
"Alytaus apskr.",2021-05-12,-16,80,120,NA,-15,-3
"Alytaus apskr.",2021-05-13,-15,71,45,NA,-16,0
"Alytaus apskr.",2021-05-14,-19,68,87,NA,-14,-3
"Alytaus apskr.",2021-05-15,-18,69,107,NA,1,-11
"Alytaus apskr.",2021-05-16,-25,74,124,NA,13,-10
"Alytaus apskr.",2021-05-17,-16,78,103,NA,-14,-1
"Alytaus apskr.",2021-05-18,-19,71,82,NA,-13,0
"Alytaus apskr.",2021-05-19,-20,73,86,NA,-12,-1
"Alytaus apskr.",2021-05-20,-15,71,69,NA,-14,0
"Alytaus apskr.",2021-05-21,-19,69,117,NA,-11,-3
"Alytaus apskr.",2021-05-22,-26,67,77,NA,11,-7
"Alytaus apskr.",2021-05-23,-33,63,87,NA,15,-7
"Alytaus apskr.",2021-05-24,-17,77,124,NA,-12,-2
"Alytaus apskr.",2021-05-25,-21,70,64,NA,-12,1
"Alytaus apskr.",2021-05-26,-16,80,87,NA,-11,-1
"Alytaus apskr.",2021-05-27,-8,72,103,NA,-12,-1
"Alytaus apskr.",2021-05-28,-4,74,198,NA,-12,-5
"Alytaus apskr.",2021-05-29,-7,74,178,NA,15,-9
"Alytaus apskr.",2021-05-30,-7,82,190,NA,27,-11
"Alytaus apskr.",2021-05-31,-12,76,151,NA,-10,-2
"Alytaus apskr.",2021-06-01,-9,71,135,NA,-10,-3
"Alytaus apskr.",2021-06-02,-9,82,150,NA,-7,-3
"Alytaus apskr.",2021-06-03,-4,80,143,NA,-10,-4
"Alytaus apskr.",2021-06-04,-6,83,177,NA,-11,-6
"Alytaus apskr.",2021-06-05,-2,91,191,NA,20,-14
"Alytaus apskr.",2021-06-06,-1,121,221,NA,27,-15
"Alytaus apskr.",2021-06-07,-8,81,173,NA,-11,-4
"Alytaus apskr.",2021-06-08,-7,78,164,NA,-9,-4
"Alytaus apskr.",2021-06-09,-6,86,133,NA,-10,-3
"Alytaus apskr.",2021-06-10,3,82,157,NA,-10,-5
"Alytaus apskr.",2021-06-11,-2,80,200,NA,-11,-6
"Alytaus apskr.",2021-06-12,-7,79,163,NA,19,-12
"Alytaus apskr.",2021-06-13,-20,79,126,NA,21,-9
"Alytaus apskr.",2021-06-14,-1,83,191,NA,-13,-5
"Alytaus apskr.",2021-06-15,-2,83,150,NA,-9,-5
"Alytaus apskr.",2021-06-16,0,94,190,NA,-9,-6
"Alytaus apskr.",2021-06-17,2,86,197,NA,-12,-7
"Alytaus apskr.",2021-06-18,-8,83,242,NA,-15,-8
"Alytaus apskr.",2021-06-19,-10,87,266,NA,23,-16
"Alytaus apskr.",2021-06-20,-15,96,259,NA,24,-15
"Alytaus apskr.",2021-06-21,-4,99,229,NA,-18,-7
"Alytaus apskr.",2021-06-22,-3,95,227,NA,-17,-6
"Alytaus apskr.",2021-06-23,5,131,257,NA,-18,-9
"Alytaus apskr.",2021-06-24,-18,71,NA,NA,-72,2
"Alytaus apskr.",2021-06-25,1,87,277,NA,-36,-3
"Alytaus apskr.",2021-06-26,-6,72,218,NA,10,-11
"Alytaus apskr.",2021-06-27,-8,81,225,NA,31,-13
"Alytaus apskr.",2021-06-28,-2,92,188,NA,-17,-6
"Alytaus apskr.",2021-06-29,-2,81,200,NA,-14,-7
"Alytaus apskr.",2021-06-30,-5,89,209,NA,-13,-8
"Alytaus apskr.",2021-07-01,-5,76,152,NA,-15,-5
"Alytaus apskr.",2021-07-02,-6,79,199,NA,-15,-6
"Alytaus apskr.",2021-07-03,6,95,245,NA,20,-15
"Alytaus apskr.",2021-07-04,-4,86,212,NA,24,-11
"Alytaus apskr.",2021-07-05,16,114,NA,NA,-29,-5
"Alytaus apskr.",2021-07-06,-22,64,NA,NA,-68,3
"Alytaus apskr.",2021-07-07,2,95,222,NA,-15,-7
"Alytaus apskr.",2021-07-08,6,90,232,NA,-17,-6
"Alytaus apskr.",2021-07-09,0,85,262,NA,-16,-9
"Alytaus apskr.",2021-07-10,-3,89,267,NA,21,-15
"Alytaus apskr.",2021-07-11,0,108,278,NA,35,-15
"Alytaus apskr.",2021-07-12,3,101,NA,NA,-19,-7
"Kauno apskr.",2021-01-01,-90,-69,-19,-82,-90,37
"Kauno apskr.",2021-01-02,-77,-27,-12,-69,-43,15
"Kauno apskr.",2021-01-03,-75,-17,-17,-65,-27,11
"Kauno apskr.",2021-01-04,-60,-1,2,-52,-40,16
"Kauno apskr.",2021-01-05,-63,-4,-23,-54,-42,17
"Kauno apskr.",2021-01-06,-62,-4,-4,-53,-40,17
"Kauno apskr.",2021-01-07,-62,-4,-19,-53,-41,17
"Kauno apskr.",2021-01-08,-63,3,2,-53,-39,18
"Kauno apskr.",2021-01-09,-66,-1,33,-60,-24,10
"Kauno apskr.",2021-01-10,-69,-7,34,-60,-20,8
"Kauno apskr.",2021-01-11,-59,0,11,-54,-37,16
"Kauno apskr.",2021-01-12,-61,0,-5,-55,-39,16
"Kauno apskr.",2021-01-13,-60,-3,10,-54,-38,15
"Kauno apskr.",2021-01-14,-61,-1,-19,-55,-39,15
"Kauno apskr.",2021-01-15,-64,1,-29,-57,-39,17
"Kauno apskr.",2021-01-16,-71,-11,-35,-70,-24,11
"Kauno apskr.",2021-01-17,-75,-20,-38,-69,-25,9
"Kauno apskr.",2021-01-18,-62,-9,-28,-58,-40,17
"Kauno apskr.",2021-01-19,-63,-5,-15,-57,-40,16
"Kauno apskr.",2021-01-20,-61,-3,-16,-56,-38,16
"Kauno apskr.",2021-01-21,-60,-1,-14,-54,-38,15
"Kauno apskr.",2021-01-22,-61,6,-18,-56,-36,16
"Kauno apskr.",2021-01-23,-68,-3,-23,-66,-18,10
"Kauno apskr.",2021-01-24,-73,-14,-46,-68,-19,8
"Kauno apskr.",2021-01-25,-58,0,-6,-56,-36,14
"Kauno apskr.",2021-01-26,-65,-13,-31,-55,-39,16
"Kauno apskr.",2021-01-27,-63,-6,-26,-54,-39,17
"Kauno apskr.",2021-01-28,-60,2,-16,-51,-37,15
"Kauno apskr.",2021-01-29,-62,7,-19,-53,-36,16
"Kauno apskr.",2021-01-30,-67,1,-6,-64,-17,9
"Kauno apskr.",2021-01-31,-70,-7,-8,-61,-18,7
"Kauno apskr.",2021-02-01,-59,-2,-7,-53,-35,14
"Kauno apskr.",2021-02-02,-61,-1,-21,-53,-36,14
"Kauno apskr.",2021-02-03,-59,0,1,-52,-35,14
"Kauno apskr.",2021-02-04,-60,-1,-27,-54,-36,15
"Kauno apskr.",2021-02-05,-60,9,-17,-54,-34,15
"Kauno apskr.",2021-02-06,-67,-1,-20,-66,-16,9
"Kauno apskr.",2021-02-07,-71,-11,-20,-67,-17,7
"Kauno apskr.",2021-02-08,-60,-5,-29,-57,-36,15
"Kauno apskr.",2021-02-09,-63,-4,-32,-52,-37,16
"Kauno apskr.",2021-02-10,-59,1,-30,-52,-35,15
"Kauno apskr.",2021-02-11,-58,8,-32,-50,-35,15
"Kauno apskr.",2021-02-12,-59,13,-37,-52,-33,15
"Kauno apskr.",2021-02-13,-63,11,-25,-64,-12,8
"Kauno apskr.",2021-02-14,-62,10,-8,-58,-10,6
"Kauno apskr.",2021-02-15,-45,20,8,-47,-39,13
"Kauno apskr.",2021-02-16,-66,-5,48,-66,-77,25
"Kauno apskr.",2021-02-17,-50,8,-3,-46,-30,12
"Kauno apskr.",2021-02-18,-52,9,-29,-47,-31,12
"Kauno apskr.",2021-02-19,-54,16,-19,-48,-29,13
"Kauno apskr.",2021-02-20,-57,13,-16,-58,-7,7
"Kauno apskr.",2021-02-21,-59,6,13,-55,-9,5
"Kauno apskr.",2021-02-22,-48,9,9,-45,-28,11
"Kauno apskr.",2021-02-23,-52,9,-17,-46,-30,12
"Kauno apskr.",2021-02-24,-51,8,-12,-46,-29,12
"Kauno apskr.",2021-02-25,-48,14,-3,-41,-29,11
"Kauno apskr.",2021-02-26,-52,17,-27,-45,-27,12
"Kauno apskr.",2021-02-27,-50,20,17,-50,-3,4
"Kauno apskr.",2021-02-28,-57,8,-2,-53,-5,4
"Kauno apskr.",2021-03-01,-48,7,-4,-46,-27,11
"Kauno apskr.",2021-03-02,-49,13,11,-44,-29,10
"Kauno apskr.",2021-03-03,-48,10,5,-42,-28,11
"Kauno apskr.",2021-03-04,-50,10,-26,-43,-28,11
"Kauno apskr.",2021-03-05,-48,22,2,-41,-25,10
"Kauno apskr.",2021-03-06,-49,20,11,-51,3,4
"Kauno apskr.",2021-03-07,-60,8,-32,-58,-5,5
"Kauno apskr.",2021-03-08,-42,30,-15,-40,-26,10
"Kauno apskr.",2021-03-09,-48,13,5,-42,-28,10
"Kauno apskr.",2021-03-10,-39,31,16,-36,-26,8
"Kauno apskr.",2021-03-11,-57,9,30,-57,-74,23
"Kauno apskr.",2021-03-12,-51,19,-30,-45,-34,13
"Kauno apskr.",2021-03-13,-53,17,-18,-55,-4,6
"Kauno apskr.",2021-03-14,-57,8,-17,-55,-3,4
"Kauno apskr.",2021-03-15,-38,17,7,-41,-25,9
"Kauno apskr.",2021-03-16,-41,16,4,-39,-27,9
"Kauno apskr.",2021-03-17,-39,17,11,-38,-25,9
"Kauno apskr.",2021-03-18,-42,18,-18,-38,-26,10
"Kauno apskr.",2021-03-19,-43,26,-18,-39,-23,9
"Kauno apskr.",2021-03-20,-38,28,23,-42,4,0
"Kauno apskr.",2021-03-21,-52,12,-32,-52,-3,2
"Kauno apskr.",2021-03-22,-40,16,-2,-39,-24,8
"Kauno apskr.",2021-03-23,-40,21,31,-34,-25,7
"Kauno apskr.",2021-03-24,-39,19,28,-34,-24,8
"Kauno apskr.",2021-03-25,-39,21,1,-33,-25,8
"Kauno apskr.",2021-03-26,-38,31,60,-27,-22,5
"Kauno apskr.",2021-03-27,-41,25,47,-40,3,0
"Kauno apskr.",2021-03-28,-49,16,8,-47,0,2
"Kauno apskr.",2021-03-29,-40,16,-14,-39,-23,8
"Kauno apskr.",2021-03-30,-42,23,-2,-36,-24,8
"Kauno apskr.",2021-03-31,-35,27,76,-30,-23,6
"Kauno apskr.",2021-04-01,-38,30,-17,-32,-23,8
"Kauno apskr.",2021-04-02,-39,42,14,-31,-22,7
"Kauno apskr.",2021-04-03,-46,38,-21,-51,-5,6
"Kauno apskr.",2021-04-04,-82,-74,38,-61,-17,3
"Kauno apskr.",2021-04-05,-69,-19,11,-70,-83,24
"Kauno apskr.",2021-04-06,-44,11,1,-40,-28,9
"Kauno apskr.",2021-04-07,-36,18,33,-34,-26,7
"Kauno apskr.",2021-04-08,-37,21,11,-33,-26,8
"Kauno apskr.",2021-04-09,-39,29,8,-33,-24,7
"Kauno apskr.",2021-04-10,-37,29,35,-39,2,-1
"Kauno apskr.",2021-04-11,-35,29,127,-31,1,-5
"Kauno apskr.",2021-04-12,-32,25,63,-31,-21,6
"Kauno apskr.",2021-04-13,-39,23,-17,-36,-24,8
"Kauno apskr.",2021-04-14,-38,21,-12,-35,-23,7
"Kauno apskr.",2021-04-15,-37,23,-15,-33,-23,7
"Kauno apskr.",2021-04-16,-37,31,40,-30,-20,5
"Kauno apskr.",2021-04-17,-34,30,65,-35,3,-4
"Kauno apskr.",2021-04-18,-32,33,134,-26,4,-7
"Kauno apskr.",2021-04-19,-24,30,106,-21,-20,4
"Kauno apskr.",2021-04-20,-28,34,70,-18,-21,5
"Kauno apskr.",2021-04-21,-25,32,84,-18,-20,4
"Kauno apskr.",2021-04-22,-29,28,2,-21,-20,6
"Kauno apskr.",2021-04-23,-33,33,-11,-24,-18,6
"Kauno apskr.",2021-04-24,-34,32,5,-37,2,0
"Kauno apskr.",2021-04-25,-40,23,6,-40,-1,0
"Kauno apskr.",2021-04-26,-30,26,2,-26,-19,7
"Kauno apskr.",2021-04-27,-32,29,4,-24,-21,7
"Kauno apskr.",2021-04-28,-26,29,61,-19,-19,5
"Kauno apskr.",2021-04-29,-26,32,40,-17,-20,4
"Kauno apskr.",2021-04-30,-28,42,17,-18,-18,4
"Kauno apskr.",2021-05-01,-30,43,81,-24,-5,-7
"Kauno apskr.",2021-05-02,-42,42,3,-28,4,-7
"Kauno apskr.",2021-05-03,-36,16,-25,-36,-22,8
"Kauno apskr.",2021-05-04,-30,30,41,-24,-21,6
"Kauno apskr.",2021-05-05,-29,27,29,-23,-20,6
"Kauno apskr.",2021-05-06,-30,28,-6,-24,-20,6
"Kauno apskr.",2021-05-07,-29,39,32,-18,-18,4
"Kauno apskr.",2021-05-08,-31,34,33,-34,4,-1
"Kauno apskr.",2021-05-09,-31,30,90,-32,3,-5
"Kauno apskr.",2021-05-10,-17,37,135,-12,-18,2
"Kauno apskr.",2021-05-11,-20,42,121,-10,-19,1
"Kauno apskr.",2021-05-12,-17,40,120,-7,-18,1
"Kauno apskr.",2021-05-13,-24,36,2,-15,-18,4
"Kauno apskr.",2021-05-14,-24,44,46,-9,-16,2
"Kauno apskr.",2021-05-15,-26,39,84,-20,3,-8
"Kauno apskr.",2021-05-16,-27,37,80,-25,9,-8
"Kauno apskr.",2021-05-17,-20,37,74,-14,-15,3
"Kauno apskr.",2021-05-18,-24,40,36,-13,-16,4
"Kauno apskr.",2021-05-19,-22,34,56,-14,-15,3
"Kauno apskr.",2021-05-20,-20,42,28,-14,-15,3
"Kauno apskr.",2021-05-21,-26,45,44,-11,-13,2
"Kauno apskr.",2021-05-22,-29,41,24,-29,9,-4
"Kauno apskr.",2021-05-23,-35,30,28,-34,4,-4
"Kauno apskr.",2021-05-24,-18,38,109,-15,-14,2
"Kauno apskr.",2021-05-25,-27,35,8,-20,-16,5
"Kauno apskr.",2021-05-26,-22,38,51,-17,-15,4
"Kauno apskr.",2021-05-27,-21,40,25,-14,-15,4
"Kauno apskr.",2021-05-28,-24,47,46,-10,-13,1
"Kauno apskr.",2021-05-29,-24,40,52,-21,12,-5
"Kauno apskr.",2021-05-30,-21,43,103,-11,17,-9
"Kauno apskr.",2021-05-31,-14,42,115,-12,-12,2
"Kauno apskr.",2021-06-01,-17,43,94,-8,-13,2
"Kauno apskr.",2021-06-02,-13,43,113,-6,-12,1
"Kauno apskr.",2021-06-03,-13,45,82,-5,-13,1
"Kauno apskr.",2021-06-04,-19,50,89,-5,-11,-2
"Kauno apskr.",2021-06-05,-21,47,81,-13,8,-11
"Kauno apskr.",2021-06-06,-21,56,95,-9,14,-15
"Kauno apskr.",2021-06-07,-10,44,119,-9,-12,0
"Kauno apskr.",2021-06-08,-15,48,90,-8,-13,1
"Kauno apskr.",2021-06-09,-11,46,100,-7,-13,0
"Kauno apskr.",2021-06-10,-8,52,84,-3,-12,-1
"Kauno apskr.",2021-06-11,-16,53,71,-4,-12,-2
"Kauno apskr.",2021-06-12,-18,46,61,-11,11,-9
"Kauno apskr.",2021-06-13,-24,41,31,-15,13,-9
"Kauno apskr.",2021-06-14,-7,50,123,-6,-13,-1
"Kauno apskr.",2021-06-15,-13,51,73,-6,-13,0
"Kauno apskr.",2021-06-16,-5,51,115,-1,-14,-2
"Kauno apskr.",2021-06-17,-8,51,86,-2,-17,-2
"Kauno apskr.",2021-06-18,-17,53,88,-5,-17,-5
"Kauno apskr.",2021-06-19,-28,37,60,-19,13,-13
"Kauno apskr.",2021-06-20,-27,40,63,-16,10,-15
"Kauno apskr.",2021-06-21,-7,53,100,-8,-18,-2
"Kauno apskr.",2021-06-22,-10,55,89,-5,-20,-2
"Kauno apskr.",2021-06-23,-3,69,96,-3,-20,-6
"Kauno apskr.",2021-06-24,-38,21,84,-40,-78,8
"Kauno apskr.",2021-06-25,-25,36,54,-19,-42,1
"Kauno apskr.",2021-06-26,-32,27,57,-24,3,-9
"Kauno apskr.",2021-06-27,-23,39,71,-10,14,-14
"Kauno apskr.",2021-06-28,-10,47,60,-9,-18,-1
"Kauno apskr.",2021-06-29,-12,49,94,-4,-19,-2
"Kauno apskr.",2021-06-30,-11,48,101,-7,-18,-4
"Kauno apskr.",2021-07-01,-9,46,56,-4,-19,-1
"Kauno apskr.",2021-07-02,-18,50,70,-5,-18,-3
"Kauno apskr.",2021-07-03,-20,39,64,-15,13,-11
"Kauno apskr.",2021-07-04,-14,37,76,-8,16,-12
"Kauno apskr.",2021-07-05,-4,52,125,-11,-36,-1
"Kauno apskr.",2021-07-06,-30,28,156,-27,-75,8
"Kauno apskr.",2021-07-07,-10,47,91,-6,-21,-2
"Kauno apskr.",2021-07-08,-9,49,65,-4,-22,-2
"Kauno apskr.",2021-07-09,-16,53,67,-5,-20,-4
"Kauno apskr.",2021-07-10,-22,40,63,-14,12,-11
"Kauno apskr.",2021-07-11,-17,46,74,-4,17,-15
"Kauno apskr.",2021-07-12,-3,56,99,-4,-22,-2
