"day","administrative_level_2","administrative_level_3","vaccinated_1","vaccinated_2","vaccinated_3","partial_protection","full_protection","booster_protection","vaccinated_daily_1","vaccinated_daily_2","vaccinated_daily_3"
2021-01-30,"Šiaulių apskr.","Radviliškio r.",753,159,0,7,0,0,0,3,0
2021-01-31,"Šiaulių apskr.","Radviliškio r.",753,159,0,7,4,0,0,0,0
2021-02-01,"Šiaulių apskr.","Radviliškio r.",753,161,0,7,7,0,0,2,0
2021-02-02,"Šiaulių apskr.","Radviliškio r.",755,181,0,7,15,0,2,20,0
2021-02-03,"Šiaulių apskr.","Radviliškio r.",759,353,0,7,48,0,4,172,0
2021-02-04,"Šiaulių apskr.","Radviliškio r.",763,608,0,7,59,0,4,255,0
2021-02-05,"Šiaulių apskr.","Radviliškio r.",775,705,0,7,59,0,12,97,0
2021-02-06,"Šiaulių apskr.","Radviliškio r.",775,706,0,7,59,0,0,1,0
2021-02-07,"Šiaulių apskr.","Radviliškio r.",775,706,0,7,59,0,0,0,0
2021-02-08,"Šiaulių apskr.","Radviliškio r.",776,707,0,7,59,0,1,1,0
2021-02-09,"Šiaulių apskr.","Radviliškio r.",789,708,0,7,60,0,13,1,0
2021-02-10,"Šiaulių apskr.","Radviliškio r.",816,708,0,7,126,0,27,0,0
2021-02-11,"Šiaulių apskr.","Radviliškio r.",1009,709,0,7,131,0,193,1,0
2021-02-12,"Šiaulių apskr.","Radviliškio r.",1066,710,0,7,156,0,57,1,0
2021-02-13,"Šiaulių apskr.","Radviliškio r.",1069,710,0,7,159,0,3,0,0
2021-02-14,"Šiaulių apskr.","Radviliškio r.",1069,710,0,7,159,0,0,0,0
2021-02-15,"Šiaulių apskr.","Radviliškio r.",1099,712,0,7,161,0,30,2,0
2021-02-16,"Šiaulių apskr.","Radviliškio r.",1099,712,0,7,181,0,0,0,0
2021-02-17,"Šiaulių apskr.","Radviliškio r.",1132,719,0,7,353,0,33,7,0
2021-02-18,"Šiaulių apskr.","Radviliškio r.",1338,732,0,9,608,0,206,13,0
2021-02-19,"Šiaulių apskr.","Radviliškio r.",1390,734,0,9,705,0,52,2,0
2021-02-20,"Šiaulių apskr.","Radviliškio r.",1390,734,0,9,706,0,0,0,0
2021-02-21,"Šiaulių apskr.","Radviliškio r.",1390,734,0,9,706,0,0,0,0
2021-02-22,"Šiaulių apskr.","Radviliškio r.",1394,735,0,9,707,0,4,1,0
2021-02-23,"Šiaulių apskr.","Radviliškio r.",1421,736,0,9,708,0,27,1,0
2021-02-24,"Šiaulių apskr.","Radviliškio r.",1498,737,0,9,708,0,77,1,0
2021-02-25,"Šiaulių apskr.","Radviliškio r.",1714,737,0,11,709,0,216,0,0
2021-02-26,"Šiaulių apskr.","Radviliškio r.",1906,751,0,13,710,0,192,14,0
2021-02-27,"Šiaulių apskr.","Radviliškio r.",1906,751,0,13,710,0,0,0,0
2021-02-28,"Šiaulių apskr.","Radviliškio r.",1906,751,0,13,710,0,0,0,0
2021-03-01,"Šiaulių apskr.","Radviliškio r.",1908,751,0,14,712,0,2,0,0
2021-03-02,"Šiaulių apskr.","Radviliškio r.",1920,765,0,14,712,0,12,14,0
2021-03-03,"Šiaulių apskr.","Radviliškio r.",1974,774,0,15,719,0,54,9,0
2021-03-04,"Šiaulių apskr.","Radviliškio r.",2176,859,0,16,732,0,202,85,0
2021-03-05,"Šiaulių apskr.","Radviliškio r.",2255,878,0,18,734,0,79,19,0
2021-03-06,"Šiaulių apskr.","Radviliškio r.",2255,880,0,18,734,0,0,2,0
2021-03-07,"Šiaulių apskr.","Radviliškio r.",2255,880,0,18,734,0,0,0,0
2021-03-08,"Šiaulių apskr.","Radviliškio r.",2296,881,0,18,735,0,41,1,0
2021-03-09,"Šiaulių apskr.","Radviliškio r.",2316,900,0,18,736,0,20,19,0
2021-03-10,"Šiaulių apskr.","Radviliškio r.",2433,924,0,19,737,0,117,24,0
2021-03-11,"Šiaulių apskr.","Radviliškio r.",2433,925,0,21,737,0,0,1,0
2021-03-12,"Šiaulių apskr.","Radviliškio r.",2676,1115,0,24,751,0,243,190,0
2021-03-13,"Šiaulių apskr.","Radviliškio r.",2676,1115,0,24,751,0,0,0,0
2021-03-14,"Šiaulių apskr.","Radviliškio r.",2676,1115,0,24,751,0,0,0,0
2021-03-15,"Šiaulių apskr.","Radviliškio r.",2749,1118,0,24,751,0,73,3,0
2021-03-16,"Šiaulių apskr.","Radviliškio r.",2764,1142,0,24,765,0,15,24,0
2021-03-17,"Šiaulių apskr.","Radviliškio r.",2788,1172,0,25,774,0,24,30,0
2021-03-18,"Šiaulių apskr.","Radviliškio r.",2809,1238,0,28,859,0,21,66,0
2021-03-19,"Šiaulių apskr.","Radviliškio r.",2831,1311,0,28,878,0,22,73,0
2021-03-20,"Šiaulių apskr.","Radviliškio r.",2831,1311,0,28,880,0,0,0,0
2021-03-21,"Šiaulių apskr.","Radviliškio r.",2831,1311,0,28,880,0,0,0,0
2021-03-22,"Šiaulių apskr.","Radviliškio r.",2908,1312,0,28,881,0,77,1,0
2021-03-23,"Šiaulių apskr.","Radviliškio r.",2975,1331,0,28,900,0,67,19,0
2021-03-24,"Šiaulių apskr.","Radviliškio r.",3084,1390,0,30,924,0,109,59,0
2021-03-25,"Šiaulių apskr.","Radviliškio r.",3342,1508,0,30,925,0,258,118,0
2021-03-26,"Šiaulių apskr.","Radviliškio r.",3551,1549,0,33,1115,0,209,41,0
2021-03-27,"Šiaulių apskr.","Radviliškio r.",3571,1549,0,33,1115,0,20,0,0
2021-03-28,"Šiaulių apskr.","Radviliškio r.",3571,1549,0,33,1115,0,0,0,0
2021-03-29,"Šiaulių apskr.","Radviliškio r.",3597,1549,0,33,1118,0,26,0,0
2021-03-30,"Šiaulių apskr.","Radviliškio r.",3638,1559,0,33,1142,0,41,10,0
2021-03-31,"Šiaulių apskr.","Radviliškio r.",3908,1605,0,33,1172,0,270,46,0
2021-04-01,"Šiaulių apskr.","Radviliškio r.",4083,1668,0,33,1238,0,175,63,0
2021-04-02,"Šiaulių apskr.","Radviliškio r.",4125,1768,0,33,1311,0,42,100,0
2021-04-03,"Šiaulių apskr.","Radviliškio r.",4181,1768,0,33,1311,0,56,0,0
2021-04-04,"Šiaulių apskr.","Radviliškio r.",4183,1768,0,33,1311,0,2,0,0
2021-04-05,"Šiaulių apskr.","Radviliškio r.",4190,1768,0,33,1312,0,7,0,0
2021-04-06,"Šiaulių apskr.","Radviliškio r.",4270,1770,0,35,1331,0,80,2,0
2021-04-07,"Šiaulių apskr.","Radviliškio r.",4470,1771,0,35,1390,0,200,1,0
2021-04-08,"Šiaulių apskr.","Radviliškio r.",4802,1841,0,36,1508,0,332,70,0
2021-04-09,"Šiaulių apskr.","Radviliškio r.",5335,1850,0,38,1549,0,533,9,0
2021-04-10,"Šiaulių apskr.","Radviliškio r.",5498,1850,0,38,1549,0,163,0,0
2021-04-11,"Šiaulių apskr.","Radviliškio r.",5795,1851,0,38,1549,0,297,1,0
2021-04-12,"Šiaulių apskr.","Radviliškio r.",5830,1853,0,38,1549,0,35,2,0
2021-04-13,"Šiaulių apskr.","Radviliškio r.",6052,1900,0,38,1559,0,222,47,0
2021-04-14,"Šiaulių apskr.","Radviliškio r.",6456,1939,0,44,1605,0,404,39,0
2021-04-15,"Šiaulių apskr.","Radviliškio r.",6532,2051,0,45,1668,0,76,112,0
2021-04-16,"Šiaulių apskr.","Radviliškio r.",6577,2083,0,46,1768,0,45,32,0
2021-04-17,"Šiaulių apskr.","Radviliškio r.",6604,2084,0,48,1768,0,27,1,0
2021-04-18,"Šiaulių apskr.","Radviliškio r.",6604,2084,0,48,1768,0,0,0,0
2021-04-19,"Šiaulių apskr.","Radviliškio r.",6609,2095,0,48,1768,0,5,11,0
2021-04-20,"Šiaulių apskr.","Radviliškio r.",6741,2132,0,50,1770,0,132,37,0
2021-04-21,"Šiaulių apskr.","Radviliškio r.",6956,2381,0,54,1771,0,215,249,0
2021-04-22,"Šiaulių apskr.","Radviliškio r.",7213,2509,0,61,1841,0,257,128,0
2021-04-23,"Šiaulių apskr.","Radviliškio r.",7314,2535,0,72,1850,0,101,26,0
2021-04-24,"Šiaulių apskr.","Radviliškio r.",7338,2535,0,73,1850,0,24,0,0
2021-04-25,"Šiaulių apskr.","Radviliškio r.",7338,2535,0,79,1851,0,0,0,0
2021-04-26,"Šiaulių apskr.","Radviliškio r.",7346,2576,0,80,1853,0,8,41,0
2021-04-27,"Šiaulių apskr.","Radviliškio r.",7383,2599,0,81,1900,0,37,23,0
2021-04-28,"Šiaulių apskr.","Radviliškio r.",7423,2664,1,83,1939,0,40,65,1
2021-04-29,"Šiaulių apskr.","Radviliškio r.",7461,2910,1,83,2051,0,38,246,0
2021-04-30,"Šiaulių apskr.","Radviliškio r.",7561,3320,1,83,2083,0,100,410,0
2021-05-01,"Šiaulių apskr.","Radviliškio r.",7678,3439,1,83,2084,0,117,119,0
2021-05-02,"Šiaulių apskr.","Radviliškio r.",7678,3439,1,83,2084,0,0,0,0
2021-05-03,"Šiaulių apskr.","Radviliškio r.",7812,3462,1,83,2095,0,134,23,0
2021-05-04,"Šiaulių apskr.","Radviliškio r.",7891,3712,1,83,2132,0,79,250,0
2021-05-05,"Šiaulių apskr.","Radviliškio r.",7986,4200,1,87,2381,0,95,488,0
2021-05-06,"Šiaulių apskr.","Radviliškio r.",8226,4383,1,89,2509,0,240,183,0
2021-05-07,"Šiaulių apskr.","Radviliškio r.",8450,4569,1,89,2535,0,224,186,0
2021-05-08,"Šiaulių apskr.","Radviliškio r.",8570,4596,1,89,2535,0,120,27,0
2021-05-09,"Šiaulių apskr.","Radviliškio r.",8589,4596,1,89,2535,0,19,0,0
2021-05-10,"Šiaulių apskr.","Radviliškio r.",8718,4607,1,89,2576,0,129,11,0
2021-05-11,"Šiaulių apskr.","Radviliškio r.",8921,4746,2,89,2599,0,203,139,1
2021-05-12,"Šiaulių apskr.","Radviliškio r.",9168,4963,2,89,2664,1,247,217,0
2021-05-13,"Šiaulių apskr.","Radviliškio r.",9422,5186,2,89,2910,1,254,223,0
2021-05-14,"Šiaulių apskr.","Radviliškio r.",9654,5272,2,92,3321,1,232,86,0
2021-05-15,"Šiaulių apskr.","Radviliškio r.",9660,5274,2,93,3440,1,6,2,0
2021-05-16,"Šiaulių apskr.","Radviliškio r.",9661,5274,2,93,3440,1,1,0,0
2021-05-17,"Šiaulių apskr.","Radviliškio r.",9715,5276,2,94,3463,1,54,2,0
2021-05-18,"Šiaulių apskr.","Radviliškio r.",9846,5322,2,94,3715,1,131,46,0
2021-05-19,"Šiaulių apskr.","Radviliškio r.",10074,5365,3,98,4204,1,228,43,1
2021-05-20,"Šiaulių apskr.","Radviliškio r.",10292,5484,3,103,4387,1,218,119,0
2021-05-21,"Šiaulių apskr.","Radviliškio r.",10483,5536,3,105,4573,1,191,52,0
2021-05-22,"Šiaulių apskr.","Radviliškio r.",10488,5547,3,107,4600,1,5,11,0
2021-05-23,"Šiaulių apskr.","Radviliškio r.",10491,5547,3,107,4600,1,3,0,0
2021-05-24,"Šiaulių apskr.","Radviliškio r.",10535,5574,3,109,4612,1,44,27,0
2021-05-25,"Šiaulių apskr.","Radviliškio r.",10677,5636,3,109,4759,2,142,62,0
2021-05-26,"Šiaulių apskr.","Radviliškio r.",10856,5879,4,110,4976,2,179,243,1
2021-05-27,"Šiaulių apskr.","Radviliškio r.",11048,6106,4,115,5199,2,192,227,0
2021-05-28,"Šiaulių apskr.","Radviliškio r.",11234,6389,4,117,5285,2,186,283,0
2021-05-29,"Šiaulių apskr.","Radviliškio r.",11266,6391,4,117,5287,2,32,2,0
2021-05-30,"Šiaulių apskr.","Radviliškio r.",11266,6391,4,118,5287,2,0,0,0
2021-05-31,"Šiaulių apskr.","Radviliškio r.",11421,6575,4,119,5290,2,155,184,0
2021-06-01,"Šiaulių apskr.","Radviliškio r.",11720,6695,4,119,5345,2,299,120,0
2021-06-02,"Šiaulių apskr.","Radviliškio r.",11926,6885,4,120,5396,3,206,190,0
2021-06-03,"Šiaulių apskr.","Radviliškio r.",12118,7024,4,121,5536,3,192,139,0
2021-06-04,"Šiaulių apskr.","Radviliškio r.",12295,7303,4,126,5608,3,177,279,0
2021-06-05,"Šiaulių apskr.","Radviliškio r.",12416,7368,4,126,5620,3,121,65,0
2021-06-06,"Šiaulių apskr.","Radviliškio r.",12426,7368,4,126,5620,3,10,0,0
2021-06-07,"Šiaulių apskr.","Radviliškio r.",12556,7433,4,126,5675,3,130,65,0
2021-06-08,"Šiaulių apskr.","Radviliškio r.",12661,7729,4,126,5765,3,105,296,0
2021-06-09,"Šiaulių apskr.","Radviliškio r.",12821,7997,4,129,6011,4,160,268,0
2021-06-10,"Šiaulių apskr.","Radviliškio r.",12927,8249,4,131,6241,4,106,252,0
2021-06-11,"Šiaulių apskr.","Radviliškio r.",13000,8504,4,132,6535,4,73,255,0
2021-06-12,"Šiaulių apskr.","Radviliškio r.",13137,8509,4,132,6544,4,137,5,0
2021-06-13,"Šiaulių apskr.","Radviliškio r.",13146,8512,4,132,6544,4,9,3,0
2021-06-14,"Šiaulių apskr.","Radviliškio r.",13205,8599,4,132,6733,4,59,87,0
2021-06-15,"Šiaulių apskr.","Radviliškio r.",13259,8751,4,134,6856,4,54,152,0
2021-06-16,"Šiaulių apskr.","Radviliškio r.",13324,9010,4,137,7048,4,65,259,0
2021-06-17,"Šiaulių apskr.","Radviliškio r.",13399,9236,4,139,7189,4,75,226,0
2021-06-18,"Šiaulių apskr.","Radviliškio r.",13445,9529,4,139,7475,4,46,293,0
2021-06-19,"Šiaulių apskr.","Radviliškio r.",13461,9553,4,139,7553,4,16,24,0
2021-06-20,"Šiaulių apskr.","Radviliškio r.",13461,9553,4,139,7553,4,0,0,0
2021-06-21,"Šiaulių apskr.","Radviliškio r.",13510,9730,4,140,7631,4,49,177,0
2021-06-22,"Šiaulių apskr.","Radviliškio r.",13568,10032,5,140,7966,4,58,302,1
2021-06-23,"Šiaulių apskr.","Radviliškio r.",13587,10263,5,142,8253,4,19,231,0
2021-06-24,"Šiaulių apskr.","Radviliškio r.",13594,10298,5,144,8516,4,7,35,0
2021-06-25,"Šiaulių apskr.","Radviliškio r.",13639,10547,6,144,8804,4,45,249,1
2021-06-26,"Šiaulių apskr.","Radviliškio r.",13648,10647,6,145,8833,4,9,100,0
2021-06-27,"Šiaulių apskr.","Radviliškio r.",13648,10656,6,145,8844,4,0,9,0
2021-06-28,"Šiaulių apskr.","Radviliškio r.",13691,10835,6,146,8947,4,43,179,0
2021-06-29,"Šiaulių apskr.","Radviliškio r.",13737,11078,6,146,9107,4,46,243,0
2021-06-30,"Šiaulių apskr.","Radviliškio r.",13915,11288,6,146,9369,4,178,210,0
2021-07-01,"Šiaulių apskr.","Radviliškio r.",13942,11462,6,146,9599,4,27,174,0
2021-07-02,"Šiaulių apskr.","Radviliškio r.",13990,11615,6,148,9893,4,48,153,0
2021-07-03,"Šiaulių apskr.","Radviliškio r.",14011,11746,6,148,9917,4,21,131,0
2021-07-04,"Šiaulių apskr.","Radviliškio r.",14013,11746,6,148,9917,4,2,0,0
2021-07-05,"Šiaulių apskr.","Radviliškio r.",14068,11888,8,150,10097,4,55,142,2
2021-07-06,"Šiaulių apskr.","Radviliškio r.",14071,11894,8,152,10415,5,3,6,0
2021-07-07,"Šiaulių apskr.","Radviliškio r.",14091,12029,8,154,10646,5,20,135,0
2021-07-08,"Šiaulių apskr.","Radviliškio r.",14295,12153,9,155,10681,5,204,124,1
2021-07-09,"Šiaulių apskr.","Radviliškio r.",14337,12220,9,156,10930,6,42,67,0
2021-07-10,"Šiaulių apskr.","Radviliškio r.",14350,12260,9,156,11030,6,13,40,0
2021-07-11,"Šiaulių apskr.","Radviliškio r.",14352,12261,9,156,11039,6,2,1,0
2021-07-12,"Šiaulių apskr.","Radviliškio r.",14401,12322,9,157,11219,6,49,61,0
2021-07-13,"Šiaulių apskr.","Radviliškio r.",14444,12376,9,157,11472,6,43,54,0
2021-07-14,"Šiaulių apskr.","Radviliškio r.",14472,12407,9,158,11740,6,28,31,0
2021-07-15,"Šiaulių apskr.","Radviliškio r.",14626,12437,9,158,11919,6,154,30,0
2021-07-16,"Šiaulių apskr.","Radviliškio r.",14695,12500,10,160,12092,6,69,63,1
2021-07-17,"Šiaulių apskr.","Radviliškio r.",14728,12525,10,160,12230,6,33,25,0
2021-07-18,"Šiaulių apskr.","Radviliškio r.",14730,12526,10,160,12232,6,2,1,0
2021-07-19,"Šiaulių apskr.","Radviliškio r.",14785,12571,10,164,12381,8,55,45,0
2021-07-20,"Šiaulių apskr.","Radviliškio r.",14871,12645,10,164,12389,8,86,74,0
2021-07-21,"Šiaulių apskr.","Radviliškio r.",14949,12734,11,164,12526,8,78,89,1
2021-07-22,"Šiaulių apskr.","Radviliškio r.",15227,12776,11,166,12720,9,278,42,0
2021-07-23,"Šiaulių apskr.","Radviliškio r.",15367,12806,11,169,12797,9,140,30,0
2021-07-24,"Šiaulių apskr.","Radviliškio r.",15424,12812,11,170,12841,9,57,6,0
2021-07-25,"Šiaulių apskr.","Radviliškio r.",15427,12813,11,170,12842,9,3,1,0
2021-07-26,"Šiaulių apskr.","Radviliškio r.",15920,12858,11,173,12921,9,493,45,0
2021-07-27,"Šiaulių apskr.","Radviliškio r.",16039,12878,11,175,12998,9,119,20,0
2021-07-28,"Šiaulių apskr.","Radviliškio r.",16181,12925,11,176,13040,9,142,47,0
2021-07-29,"Šiaulių apskr.","Radviliškio r.",16481,13066,11,179,13168,9,300,141,0
2021-07-30,"Šiaulių apskr.","Radviliškio r.",16649,13115,11,183,13270,10,168,49,0
2021-07-31,"Šiaulių apskr.","Radviliškio r.",16703,13144,11,184,13307,10,54,29,0
2021-08-01,"Šiaulių apskr.","Radviliškio r.",16708,13149,11,184,13310,10,5,5,0
2021-08-02,"Šiaulių apskr.","Radviliškio r.",16826,13229,11,186,13355,10,118,80,0
2021-08-03,"Šiaulių apskr.","Radviliškio r.",16920,13260,12,191,13431,10,94,31,1
2021-08-04,"Šiaulių apskr.","Radviliškio r.",17028,13285,12,195,13521,11,108,25,0
2021-08-05,"Šiaulių apskr.","Radviliškio r.",17324,13335,12,201,13622,11,296,50,0
2021-08-06,"Šiaulių apskr.","Radviliškio r.",17594,13374,26,206,13670,11,270,39,14
2021-08-07,"Šiaulių apskr.","Radviliškio r.",17710,13385,26,208,13677,11,116,11,0
2021-08-08,"Šiaulių apskr.","Radviliškio r.",17712,13385,26,208,13680,11,2,0,0
2021-08-09,"Šiaulių apskr.","Radviliškio r.",17851,13448,27,219,14067,11,139,63,1
2021-08-10,"Šiaulių apskr.","Radviliškio r.",18019,13522,28,223,14089,11,168,74,1
2021-08-11,"Šiaulių apskr.","Radviliškio r.",18161,13593,30,236,14137,11,142,71,2
2021-08-12,"Šiaulių apskr.","Radviliškio r.",18352,13714,30,255,14278,11,191,121,0
2021-08-13,"Šiaulių apskr.","Radviliškio r.",18556,13898,31,264,14351,11,204,184,1
2021-08-14,"Šiaulių apskr.","Radviliškio r.",18646,13940,31,266,14382,11,90,42,0
2021-08-15,"Šiaulių apskr.","Radviliškio r.",18647,13940,31,266,14392,11,1,0,0
2021-08-16,"Šiaulių apskr.","Radviliškio r.",18830,14074,31,275,14481,11,183,134,0
2021-08-17,"Šiaulių apskr.","Radviliškio r.",18919,14185,31,279,14513,12,89,111,0
2021-08-18,"Šiaulių apskr.","Radviliškio r.",19135,14314,31,290,14542,12,216,129,0
2021-08-19,"Šiaulių apskr.","Radviliškio r.",19269,14583,31,299,14741,12,134,269,0
2021-08-20,"Šiaulių apskr.","Radviliškio r.",19359,14705,31,313,14871,26,90,122,0
2021-08-21,"Šiaulių apskr.","Radviliškio r.",19394,14731,31,318,14951,26,35,26,0
2021-08-22,"Šiaulių apskr.","Radviliškio r.",19395,14731,31,318,14953,26,1,0,0
2021-08-23,"Šiaulių apskr.","Radviliškio r.",19503,14867,32,321,15083,27,108,136,1
2021-08-24,"Šiaulių apskr.","Radviliškio r.",19572,14957,32,328,15258,28,69,90,0
2021-08-25,"Šiaulių apskr.","Radviliškio r.",19749,15066,32,335,15391,30,177,109,0
2021-08-26,"Šiaulių apskr.","Radviliškio r.",19834,15249,35,342,15606,30,85,183,3
2021-08-27,"Šiaulių apskr.","Radviliškio r.",19949,15392,35,354,15902,31,115,143,0
2021-08-28,"Šiaulių apskr.","Radviliškio r.",19993,15404,35,355,15995,31,44,12,0
2021-08-29,"Šiaulių apskr.","Radviliškio r.",19993,15404,35,355,15996,31,0,0,0
2021-08-30,"Šiaulių apskr.","Radviliškio r.",20071,15523,35,360,16243,31,78,119,0
2021-08-31,"Šiaulių apskr.","Radviliškio r.",20121,15590,35,369,16358,31,50,67,0
2021-09-01,"Šiaulių apskr.","Radviliškio r.",20195,15654,35,372,16631,31,74,64,0
2021-09-02,"Šiaulių apskr.","Radviliškio r.",20234,15735,37,379,16951,31,39,81,2
2021-09-03,"Šiaulių apskr.","Radviliškio r.",20328,15820,37,384,17092,31,94,85,0
2021-09-04,"Šiaulių apskr.","Radviliškio r.",20351,15841,37,385,17119,31,23,21,0
2021-09-05,"Šiaulių apskr.","Radviliškio r.",20351,15841,37,385,17120,31,0,0,0
2021-09-06,"Šiaulių apskr.","Radviliškio r.",20393,15909,38,389,17290,32,42,68,1
2021-09-07,"Šiaulių apskr.","Radviliškio r.",20440,15993,39,394,17393,32,47,84,1
2021-09-08,"Šiaulių apskr.","Radviliškio r.",20477,16062,43,401,17598,32,37,69,4
2021-09-09,"Šiaulių apskr.","Radviliškio r.",20517,16127,45,407,17785,35,40,65,2
2021-09-10,"Šiaulių apskr.","Radviliškio r.",20647,16209,54,412,17980,35,130,82,9
2021-09-11,"Šiaulių apskr.","Radviliškio r.",20661,16235,59,417,17997,35,14,26,5
2021-09-12,"Šiaulių apskr.","Radviliškio r.",20661,16235,59,417,17997,35,0,0,0
2021-09-13,"Šiaulių apskr.","Radviliškio r.",20699,16330,64,424,18134,35,38,95,5
2021-09-14,"Šiaulių apskr.","Radviliškio r.",20740,16398,72,432,18212,35,41,68,8
2021-09-15,"Šiaulių apskr.","Radviliškio r.",20815,16488,75,437,18284,35,75,90,3
2021-09-16,"Šiaulių apskr.","Radviliškio r.",20851,16544,113,440,18375,37,36,56,38
2021-09-17,"Šiaulių apskr.","Radviliškio r.",20903,16634,129,452,18463,37,52,90,16
2021-09-18,"Šiaulių apskr.","Radviliškio r.",20921,16657,130,453,18492,37,18,23,1
2021-09-19,"Šiaulių apskr.","Radviliškio r.",20921,16657,130,453,18492,37,0,0,0
2021-09-20,"Šiaulių apskr.","Radviliškio r.",20955,16733,135,459,18561,38,34,76,5
2021-09-21,"Šiaulių apskr.","Radviliškio r.",20985,16763,140,462,18661,39,30,30,5
2021-09-22,"Šiaulių apskr.","Radviliškio r.",21015,16824,155,464,18730,43,30,61,15
2021-09-23,"Šiaulių apskr.","Radviliškio r.",21044,16857,203,468,18799,45,29,33,48
2021-09-24,"Šiaulių apskr.","Radviliškio r.",21095,16924,221,476,18913,54,51,67,18
2021-09-25,"Šiaulių apskr.","Radviliškio r.",21114,16936,223,478,18939,59,19,12,2
2021-09-26,"Šiaulių apskr.","Radviliškio r.",21114,16936,223,478,18939,59,0,0,0
2021-09-27,"Šiaulių apskr.","Radviliškio r.",21152,16978,226,480,19035,64,38,42,3
2021-09-28,"Šiaulių apskr.","Radviliškio r.",21177,17012,230,480,19110,72,25,34,4
2021-09-29,"Šiaulių apskr.","Radviliškio r.",21218,17046,231,487,19202,75,41,34,1
2021-09-30,"Šiaulių apskr.","Radviliškio r.",21261,17082,284,491,19259,113,43,36,53
2021-10-01,"Šiaulių apskr.","Radviliškio r.",21345,17176,301,497,19349,129,84,94,17
2021-10-02,"Šiaulių apskr.","Radviliškio r.",21356,17188,302,498,19372,130,11,12,1
2021-10-03,"Šiaulių apskr.","Radviliškio r.",21356,17188,303,498,19372,130,0,0,1
2021-10-04,"Šiaulių apskr.","Radviliškio r.",21410,17227,309,508,19453,135,54,39,6
2021-10-05,"Šiaulių apskr.","Radviliškio r.",21441,17255,315,511,19497,140,31,28,6
2021-10-06,"Šiaulių apskr.","Radviliškio r.",21465,17319,317,512,19576,155,24,64,2
2021-10-07,"Šiaulių apskr.","Radviliškio r.",21503,17350,328,514,19610,203,38,31,11
2021-10-08,"Šiaulių apskr.","Radviliškio r.",21560,17391,343,521,19698,221,57,41,15
2021-10-09,"Šiaulių apskr.","Radviliškio r.",21568,17396,344,522,19714,223,8,5,1
2021-10-10,"Šiaulių apskr.","Radviliškio r.",21570,17396,344,522,19714,223,2,0,0
2021-10-11,"Šiaulių apskr.","Radviliškio r.",21601,17421,345,524,19773,226,31,25,1
2021-10-12,"Šiaulių apskr.","Radviliškio r.",21618,17435,350,524,19828,230,17,14,5
2021-10-13,"Šiaulių apskr.","Radviliškio r.",21632,17452,360,524,19888,231,14,17,10
2021-10-14,"Šiaulių apskr.","Radviliškio r.",21662,17482,372,525,19952,284,30,30,12
2021-10-15,"Šiaulių apskr.","Radviliškio r.",21719,17522,415,530,20088,302,57,40,43
2021-10-16,"Šiaulių apskr.","Radviliškio r.",21738,17536,423,531,20107,303,19,14,8
2021-10-17,"Šiaulių apskr.","Radviliškio r.",21738,17536,423,531,20107,304,0,0,0
2021-10-18,"Šiaulių apskr.","Radviliškio r.",21751,17561,443,531,20185,310,13,25,20
2021-10-19,"Šiaulių apskr.","Radviliškio r.",21777,17571,465,533,20232,316,26,10,22
2021-10-20,"Šiaulių apskr.","Radviliškio r.",21797,17584,483,533,20310,318,20,13,18
2021-10-21,"Šiaulių apskr.","Radviliškio r.",21836,17603,523,536,20357,329,39,19,40
2021-10-22,"Šiaulių apskr.","Radviliškio r.",21889,17642,615,536,20437,344,53,39,92
2021-10-23,"Šiaulių apskr.","Radviliškio r.",21904,17647,619,536,20445,345,15,5,4
2021-10-24,"Šiaulių apskr.","Radviliškio r.",21906,17647,619,536,20445,345,2,0,0
2021-10-25,"Šiaulių apskr.","Radviliškio r.",21931,17672,649,543,20488,346,25,25,30
2021-10-26,"Šiaulių apskr.","Radviliškio r.",21970,17688,676,545,20513,351,39,16,27
2021-10-27,"Šiaulių apskr.","Radviliškio r.",22010,17699,696,546,20540,361,40,11,20
2021-10-28,"Šiaulių apskr.","Radviliškio r.",22051,17718,731,547,20588,373,41,19,35
2021-10-29,"Šiaulių apskr.","Radviliškio r.",22110,17754,793,548,20667,416,59,36,62
2021-10-30,"Šiaulių apskr.","Radviliškio r.",22125,17758,801,548,20694,424,15,4,8
2021-10-31,"Šiaulių apskr.","Radviliškio r.",22125,17759,801,548,20694,424,0,1,0
2021-11-01,"Šiaulių apskr.","Radviliškio r.",22125,17759,801,551,20724,444,0,0,0
2021-11-02,"Šiaulių apskr.","Radviliškio r.",22125,17759,801,553,20750,466,0,0,0
2021-11-03,"Šiaulių apskr.","Radviliškio r.",22169,17779,837,553,20775,484,44,20,36
2021-11-04,"Šiaulių apskr.","Radviliškio r.",22210,17794,912,555,20814,524,41,15,75
2021-11-05,"Šiaulių apskr.","Radviliškio r.",22270,17811,1062,559,20883,616,60,17,150
2021-11-06,"Šiaulių apskr.","Radviliškio r.",22281,17816,1089,561,20894,620,11,5,27
2021-11-07,"Šiaulių apskr.","Radviliškio r.",22283,17816,1091,561,20896,620,2,0,2
2021-11-08,"Šiaulių apskr.","Radviliškio r.",22322,17828,1138,563,20936,650,39,12,47
2021-11-09,"Šiaulių apskr.","Radviliškio r.",22356,17838,1201,565,20969,678,34,10,63
2021-11-10,"Šiaulių apskr.","Radviliškio r.",22378,17848,1249,565,21008,698,22,10,48
