"lab_name","day","test_type","tests_positive","gmp_indication","tests"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-10-27,"1477",14,"profilaktika",172
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-10-28,"1477",8,"profilaktika",141
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-10-29,"1477",7,"profilaktika",145
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-10-30,"1477",4,"profilaktika",163
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-10-31,"1477",4,"profilaktika",87
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-01,"1477",14,"profilaktika",84
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-02,"1477",7,"profilaktika",100
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-03,"1477",6,"profilaktika",122
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-04,"1477",17,"profilaktika",174
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-05,"1477",8,"profilaktika",181
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-06,"1477",7,"profilaktika",145
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-07,"1477",12,"profilaktika",71
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-08,"1477",9,"profilaktika",63
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-09,"1477",16,"profilaktika",105
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-10,"1477",8,"profilaktika",168
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-11,"1477",27,"profilaktika",194
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-12,"1477",16,"profilaktika",198
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-13,"1477",11,"profilaktika",230
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-14,"1477",10,"profilaktika",74
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-15,"1477",10,"profilaktika",114
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-16,"1477",15,"profilaktika",198
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-17,"1477",18,"profilaktika",269
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-18,"1477",27,"profilaktika",200
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-19,"1477",21,"profilaktika",283
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-20,"1477",24,"profilaktika",281
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-21,"1477",6,"profilaktika",86
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-22,"1477",20,"profilaktika",110
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-23,"1477",39,"profilaktika",158
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-24,"1477",22,"profilaktika",246
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-25,"1477",6,"profilaktika",132
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-26,"1477",20,"profilaktika",145
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-27,"1477",25,"profilaktika",153
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-28,"1477",10,"profilaktika",162
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-29,"1477",7,"profilaktika",66
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-11-30,"1477",29,"profilaktika",141
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-01,"1477",24,"profilaktika",208
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-02,"1477",34,"profilaktika",237
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-03,"1477",19,"profilaktika",161
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-04,"1477",39,"profilaktika",271
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-05,"1477",14,"profilaktika",116
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-06,"1477",12,"profilaktika",114
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-07,"1477",26,"profilaktika",148
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-08,"1477",48,"profilaktika",155
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-09,"1477",38,"profilaktika",207
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-10,"1477",48,"profilaktika",274
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-11,"1477",32,"profilaktika",196
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-12,"1477",27,"profilaktika",157
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-13,"1477",22,"profilaktika",104
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-14,"1477",38,"profilaktika",196
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-15,"1477",24,"profilaktika",201
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-16,"1477",20,"profilaktika",178
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-17,"1477",27,"profilaktika",234
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-18,"1477",39,"profilaktika",166
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-19,"1477",15,"profilaktika",89
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-20,"1477",17,"profilaktika",68
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-21,"1477",31,"profilaktika",198
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-22,"1477",21,"profilaktika",167
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-23,"1477",12,"profilaktika",131
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-24,"1477",16,"profilaktika",73
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-25,"1477",4,"profilaktika",30
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-26,"1477",15,"profilaktika",72
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-27,"1477",15,"profilaktika",50
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-28,"1477",30,"profilaktika",184
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-29,"1477",19,"profilaktika",127
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-30,"1477",14,"profilaktika",106
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2020-12-31,"1477",17,"profilaktika",134
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-01,"1477",9,"profilaktika",32
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-02,"1477",10,"profilaktika",92
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-03,"1477",12,"profilaktika",93
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-04,"1477",15,"profilaktika",117
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-05,"1477",22,"profilaktika",156
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-06,"1477",11,"profilaktika",101
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-07,"1477",20,"profilaktika",105
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-08,"1477",15,"profilaktika",114
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-09,"1477",6,"profilaktika",72
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-10,"1477",7,"profilaktika",41
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-11,"1477",17,"profilaktika",94
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-12,"1477",17,"profilaktika",106
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-13,"1477",11,"profilaktika",124
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-14,"1477",15,"profilaktika",86
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-15,"1477",9,"profilaktika",90
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-16,"1477",2,"profilaktika",52
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-17,"1477",14,"profilaktika",71
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-18,"1477",14,"profilaktika",138
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-19,"1477",9,"profilaktika",125
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-20,"1477",13,"profilaktika",111
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-21,"1477",9,"profilaktika",78
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-22,"1477",6,"profilaktika",67
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-23,"1477",2,"profilaktika",46
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-24,"1477",6,"profilaktika",50
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-25,"1477",7,"profilaktika",109
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-26,"1477",15,"profilaktika",110
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-27,"1477",10,"profilaktika",82
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-28,"1477",7,"profilaktika",63
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-29,"1477",7,"profilaktika",79
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-30,"1477",3,"profilaktika",52
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-01-31,"1477",9,"profilaktika",39
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-01,"1477",7,"profilaktika",99
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-02,"1477",7,"profilaktika",102
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-03,"1477",7,"profilaktika",101
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-04,"1477",4,"profilaktika",63
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-05,"1477",2,"profilaktika",66
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-06,"1477",5,"profilaktika",44
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-07,"1477",8,"profilaktika",46
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-08,"1477",11,"profilaktika",99
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-09,"1477",10,"profilaktika",76
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-10,"1477",8,"profilaktika",102
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-11,"1477",10,"profilaktika",79
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-12,"1477",5,"profilaktika",79
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-13,"1477",2,"profilaktika",33
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-14,"1477",4,"profilaktika",43
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-15,"1477",12,"profilaktika",90
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-16,"1477",5,"profilaktika",61
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-17,"1477",13,"profilaktika",94
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-18,"1477",11,"profilaktika",72
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-19,"1477",7,"profilaktika",95
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-20,"1477",3,"profilaktika",46
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-21,"1477",4,"profilaktika",37
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-22,"1477",3,"profilaktika",103
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-23,"1477",7,"profilaktika",85
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-24,"1477",6,"profilaktika",66
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-25,"1477",6,"profilaktika",77
"Viešoji įstaiga Respublikinė Panevėžio ligoninė",2021-02-26,"1477",6,"profilaktika",68
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-03-24,"1477",0,"profilaktika",11
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-03-25,"1477",2,"profilaktika",72
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-03-26,"1477",1,"profilaktika",56
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-03-27,"1477",3,"profilaktika",99
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-03-28,"1477",11,"profilaktika",146
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-03-29,"1477",2,"profilaktika",168
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-03-30,"1477",3,"profilaktika",171
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-03-31,"1477",6,"profilaktika",119
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-01,"1477",6,"profilaktika",155
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-02,"1477",7,"profilaktika",193
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-03,"1477",10,"profilaktika",415
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-04,"1477",2,"profilaktika",177
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-05,"1477",3,"profilaktika",188
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-06,"1477",5,"profilaktika",163
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-07,"1477",2,"profilaktika",250
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-08,"1477",0,"profilaktika",320
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-09,"1477",1,"profilaktika",254
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-10,"1477",2,"profilaktika",250
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-11,"1477",1,"profilaktika",138
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-12,"1477",0,"profilaktika",118
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-13,"1477",0,"profilaktika",113
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-14,"1477",0,"profilaktika",119
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-15,"1477",0,"profilaktika",333
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-16,"1477",0,"kiti",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-16,"1477",1,"profilaktika",491
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-17,"1477",0,"profilaktika",336
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-18,"1477",0,"profilaktika",449
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-18,"1477",0,"kiti",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-19,"1477",0,"profilaktika",283
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-20,"1477",2,"profilaktika",322
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-21,"1477",0,"profilaktika",215
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-22,"1477",0,"profilaktika",4
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-24,"1477",0,"profilaktika",104
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-25,"1477",0,"profilaktika",407
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-26,"1477",0,"profilaktika",260
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-27,"1477",0,"profilaktika",108
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-28,"1477",1,"profilaktika",481
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-29,"1477",0,"profilaktika",662
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-04-30,"1477",0,"profilaktika",363
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-01,"1477",0,"profilaktika",677
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-02,"1477",0,"profilaktika",460
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-03,"1477",1,"profilaktika",256
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-03,"1477",0,"kiti",243
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-04,"1477",0,"profilaktika",222
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-05,"1477",0,"profilaktika",621
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-06,"1477",0,"profilaktika",667
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-07,"1477",0,"profilaktika",915
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-08,"1477",0,"profilaktika",855
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-09,"1477",0,"profilaktika",437
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-09,"1477",0,"kiti",32
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-10,"1477",0,"kiti",35
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-10,"1477",1,"profilaktika",138
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-11,"1477",0,"profilaktika",335
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-11,"1477",0,"kiti",17
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-12,"1477",0,"profilaktika",397
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-12,"1477",0,"kiti",16
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-13,"1477",0,"kiti",175
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-13,"1477",0,"profilaktika",809
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-14,"1477",0,"profilaktika",635
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-14,"1477",0,"kiti",37
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-15,"1477",0,"kiti",270
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-15,"1477",0,"profilaktika",613
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-16,"1477",0,"profilaktika",336
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-16,"1477",0,"kiti",49
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-17,"1477",0,"profilaktika",208
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-17,"1477",0,"kiti",96
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-18,"1477",0,"profilaktika",296
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-18,"1477",0,"simptomai",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-18,"1477",0,"kiti",115
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-19,"1477",1,"profilaktika",558
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-19,"1477",0,"kiti",84
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-20,"1477",0,"simptomai",4
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-20,"1477",0,"profilaktika",712
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-20,"1477",0,"kiti",241
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-21,"1477",0,"kiti",184
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-21,"1477",0,"profilaktika",735
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-21,"1477",0,"simptomai",19
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-22,"1477",0,"kiti",74
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-22,"1477",0,"simptomai",6
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-22,"1477",2,"profilaktika",507
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-23,"1477",0,"profilaktika",317
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-23,"1477",0,"simptomai",2
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-23,"1477",0,"kiti",167
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-24,"1477",0,"kiti",9
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-24,"1477",0,"profilaktika",154
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-25,"1477",0,"profilaktika",201
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-25,"1477",0,"simptomai",2
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-25,"1477",0,"kiti",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-26,"1477",0,"kiti",98
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-26,"1477",0,"simptomai",3
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-26,"1477",0,"profilaktika",538
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-27,"1477",0,"kiti",191
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-27,"1477",0,"profilaktika",675
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-27,"1477",0,"simptomai",10
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-28,"1477",0,"profilaktika",657
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-28,"1477",0,"simptomai",9
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-28,"1477",0,"kiti",141
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-29,"1477",0,"simptomai",3
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-29,"1477",0,"kiti",122
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-29,"1477",1,"profilaktika",453
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-30,"1477",0,"profilaktika",252
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-30,"1477",0,"kiti",201
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-30,"1477",0,"simptomai",7
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-31,"1477",0,"simptomai",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-31,"1477",0,"kiti",75
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-05-31,"1477",0,"profilaktika",207
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-01,"1477",1,"profilaktika",258
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-02,"1477",0,"simptomai",3
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-02,"1477",0,"kiti",216
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-02,"1477",0,"kontaktai",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-02,"1477",0,"profilaktika",429
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-03,"1477",0,"kiti",48
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-03,"1477",0,"profilaktika",437
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-03,"1477",0,"simptomai",4
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-04,"1477",0,"kiti",40
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-04,"1477",0,"simptomai",11
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-04,"1477",0,"profilaktika",480
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-04,"1477",0,"kontaktai",3
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-05,"1477",0,"kontaktai",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-05,"1477",1,"kiti",23
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-05,"1477",0,"profilaktika",291
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-05,"1477",0,"simptomai",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-06,"1477",0,"profilaktika",170
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-06,"1477",0,"kontaktai",2
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-06,"1477",0,"kiti",66
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-07,"1477",0,"profilaktika",159
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-07,"1477",0,"kiti",11
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-07,"1477",0,"kontaktai",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-08,"1477",0,"profilaktika",270
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-08,"1477",0,"simptomai",2
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-09,"1477",0,"simptomai",2
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-09,"1477",2,"profilaktika",452
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-09,"1477",0,"kiti",89
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-10,"1477",0,"profilaktika",446
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-10,"1477",0,"simptomai",8
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-10,"1477",0,"kiti",70
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-11,"1477",0,"profilaktika",412
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-11,"1477",0,"simptomai",9
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-11,"1477",0,"kiti",72
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-12,"1477",0,"kontaktai",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-12,"1477",0,"profilaktika",204
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-12,"1477",0,"kiti",25
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-12,"1477",0,"simptomai",6
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-13,"1477",0,"profilaktika",168
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-13,"1477",0,"simptomai",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-13,"1477",0,"kiti",75
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-13,"1477",0,"kontaktai",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-14,"1477",0,"profilaktika",150
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-14,"1477",0,"kiti",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-15,"1477",0,"simptomai",1
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-15,"1477",0,"kiti",46
"Viešoji įstaiga Respublikinė Šiaulių ligoninė",2020-06-15,"1477",2,"profilaktika",215
