"administrative_level_2","administrative_level_3","age","age5","age10","population"
"Vilniaus apskr.","Ukmergės r.","1","0-4","0-9",251
"Vilniaus apskr.","Ukmergės r.","2","0-4","0-9",279
"Vilniaus apskr.","Ukmergės r.","3","0-4","0-9",311
"Vilniaus apskr.","Ukmergės r.","4","0-4","0-9",319
"Vilniaus apskr.","Ukmergės r.","5","5-9","0-9",323
"Vilniaus apskr.","Ukmergės r.","6","5-9","0-9",336
"Vilniaus apskr.","Ukmergės r.","7","5-9","0-9",298
"Vilniaus apskr.","Ukmergės r.","8","5-9","0-9",290
"Vilniaus apskr.","Ukmergės r.","9","5-9","0-9",277
"Vilniaus apskr.","Ukmergės r.","10","10-14","10-19",281
"Vilniaus apskr.","Ukmergės r.","11","10-14","10-19",297
"Vilniaus apskr.","Ukmergės r.","12","10-14","10-19",297
"Vilniaus apskr.","Ukmergės r.","13","10-14","10-19",273
"Vilniaus apskr.","Ukmergės r.","14","10-14","10-19",250
"Vilniaus apskr.","Ukmergės r.","15","15-19","10-19",309
"Vilniaus apskr.","Ukmergės r.","16","15-19","10-19",275
"Vilniaus apskr.","Ukmergės r.","17","15-19","10-19",305
"Vilniaus apskr.","Ukmergės r.","18","15-19","10-19",286
"Vilniaus apskr.","Ukmergės r.","19","15-19","10-19",338
"Vilniaus apskr.","Ukmergės r.","20","20-24","20-29",347
"Vilniaus apskr.","Ukmergės r.","21","20-24","20-29",374
"Vilniaus apskr.","Ukmergės r.","22","20-24","20-29",359
"Vilniaus apskr.","Ukmergės r.","23","20-24","20-29",393
"Vilniaus apskr.","Ukmergės r.","24","20-24","20-29",362
"Vilniaus apskr.","Ukmergės r.","25","25-29","20-29",391
"Vilniaus apskr.","Ukmergės r.","26","25-29","20-29",391
"Vilniaus apskr.","Ukmergės r.","27","25-29","20-29",424
"Vilniaus apskr.","Ukmergės r.","28","25-29","20-29",439
"Vilniaus apskr.","Ukmergės r.","29","25-29","20-29",369
"Vilniaus apskr.","Ukmergės r.","30","30-34","30-39",347
"Vilniaus apskr.","Ukmergės r.","31","30-34","30-39",347
"Vilniaus apskr.","Ukmergės r.","32","30-34","30-39",292
"Vilniaus apskr.","Ukmergės r.","33","30-34","30-39",388
"Vilniaus apskr.","Ukmergės r.","34","30-34","30-39",323
"Vilniaus apskr.","Ukmergės r.","35","35-39","30-39",263
"Vilniaus apskr.","Ukmergės r.","36","35-39","30-39",279
"Vilniaus apskr.","Ukmergės r.","37","35-39","30-39",276
"Vilniaus apskr.","Ukmergės r.","38","35-39","30-39",259
"Vilniaus apskr.","Ukmergės r.","39","35-39","30-39",269
"Vilniaus apskr.","Ukmergės r.","40","40-44","40-49",288
"Vilniaus apskr.","Ukmergės r.","41","40-44","40-49",303
"Vilniaus apskr.","Ukmergės r.","42","40-44","40-49",296
"Vilniaus apskr.","Ukmergės r.","43","40-44","40-49",361
"Vilniaus apskr.","Ukmergės r.","44","40-44","40-49",358
"Vilniaus apskr.","Ukmergės r.","45","45-49","40-49",389
"Vilniaus apskr.","Ukmergės r.","46","45-49","40-49",397
"Vilniaus apskr.","Ukmergės r.","47","45-49","40-49",484
"Vilniaus apskr.","Ukmergės r.","48","45-49","40-49",493
"Vilniaus apskr.","Ukmergės r.","49","45-49","40-49",517
"Vilniaus apskr.","Ukmergės r.","50","50-54","50-59",554
"Vilniaus apskr.","Ukmergės r.","51","50-54","50-59",596
"Vilniaus apskr.","Ukmergės r.","52","50-54","50-59",521
"Vilniaus apskr.","Ukmergės r.","53","50-54","50-59",554
"Vilniaus apskr.","Ukmergės r.","54","50-54","50-59",551
"Vilniaus apskr.","Ukmergės r.","55","55-59","50-59",576
"Vilniaus apskr.","Ukmergės r.","56","55-59","50-59",573
"Vilniaus apskr.","Ukmergės r.","57","55-59","50-59",570
"Vilniaus apskr.","Ukmergės r.","58","55-59","50-59",563
"Vilniaus apskr.","Ukmergės r.","59","55-59","50-59",639
"Vilniaus apskr.","Ukmergės r.","60","60-64","60-69",568
"Vilniaus apskr.","Ukmergės r.","61","60-64","60-69",572
"Vilniaus apskr.","Ukmergės r.","62","60-64","60-69",552
"Vilniaus apskr.","Ukmergės r.","63","60-64","60-69",502
"Vilniaus apskr.","Ukmergės r.","64","60-64","60-69",453
"Vilniaus apskr.","Ukmergės r.","65","65-69","60-69",446
"Vilniaus apskr.","Ukmergės r.","66","65-69","60-69",361
"Vilniaus apskr.","Ukmergės r.","67","65-69","60-69",353
"Vilniaus apskr.","Ukmergės r.","68","65-69","60-69",440
"Vilniaus apskr.","Ukmergės r.","69","65-69","60-69",405
"Vilniaus apskr.","Ukmergės r.","70","70-74","70-79",409
"Vilniaus apskr.","Ukmergės r.","71","70-74","70-79",407
"Vilniaus apskr.","Ukmergės r.","72","70-74","70-79",379
"Vilniaus apskr.","Ukmergės r.","73","70-74","70-79",289
"Vilniaus apskr.","Ukmergės r.","74","70-74","70-79",330
"Vilniaus apskr.","Ukmergės r.","75","75-79","70-79",339
"Vilniaus apskr.","Ukmergės r.","76","75-79","70-79",309
"Vilniaus apskr.","Ukmergės r.","77","75-79","70-79",334
"Vilniaus apskr.","Ukmergės r.","78","75-79","70-79",374
"Vilniaus apskr.","Ukmergės r.","79","75-79","70-79",324
"Vilniaus apskr.","Ukmergės r.","80","80+","80+",310
"Vilniaus apskr.","Ukmergės r.","81","80+","80+",273
"Vilniaus apskr.","Ukmergės r.","82","80+","80+",282
"Vilniaus apskr.","Ukmergės r.","83","80+","80+",237
"Vilniaus apskr.","Ukmergės r.","84","80+","80+",218
"Vilniaus apskr.","Ukmergės r.","85 ir vyresni","80+","80+",1242
"Vilniaus apskr.","Vilniaus m.","0","0-4","0-9",6312
"Vilniaus apskr.","Vilniaus m.","1","0-4","0-9",6916
"Vilniaus apskr.","Vilniaus m.","2","0-4","0-9",7210
"Vilniaus apskr.","Vilniaus m.","3","0-4","0-9",7188
"Vilniaus apskr.","Vilniaus m.","4","0-4","0-9",7465
"Vilniaus apskr.","Vilniaus m.","5","5-9","0-9",7046
"Vilniaus apskr.","Vilniaus m.","6","5-9","0-9",6851
"Vilniaus apskr.","Vilniaus m.","7","5-9","0-9",6226
"Vilniaus apskr.","Vilniaus m.","8","5-9","0-9",6341
"Vilniaus apskr.","Vilniaus m.","9","5-9","0-9",6459
"Vilniaus apskr.","Vilniaus m.","10","10-14","10-19",7043
"Vilniaus apskr.","Vilniaus m.","11","10-14","10-19",6404
"Vilniaus apskr.","Vilniaus m.","12","10-14","10-19",5897
"Vilniaus apskr.","Vilniaus m.","13","10-14","10-19",5231
"Vilniaus apskr.","Vilniaus m.","14","10-14","10-19",5139
"Vilniaus apskr.","Vilniaus m.","15","15-19","10-19",4797
"Vilniaus apskr.","Vilniaus m.","16","15-19","10-19",4458
"Vilniaus apskr.","Vilniaus m.","17","15-19","10-19",4243
"Vilniaus apskr.","Vilniaus m.","18","15-19","10-19",4111
"Vilniaus apskr.","Vilniaus m.","19","15-19","10-19",4079
"Vilniaus apskr.","Vilniaus m.","20","20-24","20-29",4610
"Vilniaus apskr.","Vilniaus m.","21","20-24","20-29",4831
"Vilniaus apskr.","Vilniaus m.","22","20-24","20-29",4888
"Vilniaus apskr.","Vilniaus m.","23","20-24","20-29",4956
"Vilniaus apskr.","Vilniaus m.","24","20-24","20-29",5174
"Vilniaus apskr.","Vilniaus m.","25","25-29","20-29",5688
"Vilniaus apskr.","Vilniaus m.","26","25-29","20-29",5852
"Vilniaus apskr.","Vilniaus m.","27","25-29","20-29",6912
"Vilniaus apskr.","Vilniaus m.","28","25-29","20-29",8072
"Vilniaus apskr.","Vilniaus m.","29","25-29","20-29",10852
"Vilniaus apskr.","Vilniaus m.","30","30-34","30-39",11583
"Vilniaus apskr.","Vilniaus m.","31","30-34","30-39",11449
"Vilniaus apskr.","Vilniaus m.","32","30-34","30-39",11644
"Vilniaus apskr.","Vilniaus m.","33","30-34","30-39",12235
"Vilniaus apskr.","Vilniaus m.","34","30-34","30-39",12629
"Vilniaus apskr.","Vilniaus m.","35","35-39","30-39",12414
"Vilniaus apskr.","Vilniaus m.","36","35-39","30-39",12292
"Vilniaus apskr.","Vilniaus m.","37","35-39","30-39",11783
"Vilniaus apskr.","Vilniaus m.","38","35-39","30-39",10324
"Vilniaus apskr.","Vilniaus m.","39","35-39","30-39",9751
"Vilniaus apskr.","Vilniaus m.","40","40-44","40-49",9288
"Vilniaus apskr.","Vilniaus m.","41","40-44","40-49",8935
"Vilniaus apskr.","Vilniaus m.","42","40-44","40-49",8665
"Vilniaus apskr.","Vilniaus m.","43","40-44","40-49",8449
"Vilniaus apskr.","Vilniaus m.","44","40-44","40-49",8111
"Vilniaus apskr.","Vilniaus m.","45","45-49","40-49",7677
"Vilniaus apskr.","Vilniaus m.","46","45-49","40-49",7583
"Vilniaus apskr.","Vilniaus m.","47","45-49","40-49",7341
"Vilniaus apskr.","Vilniaus m.","48","45-49","40-49",7422
"Vilniaus apskr.","Vilniaus m.","49","45-49","40-49",7441
"Vilniaus apskr.","Vilniaus m.","50","50-54","50-59",7016
"Vilniaus apskr.","Vilniaus m.","51","50-54","50-59",6805
"Vilniaus apskr.","Vilniaus m.","52","50-54","50-59",6536
"Vilniaus apskr.","Vilniaus m.","53","50-54","50-59",6258
"Vilniaus apskr.","Vilniaus m.","54","50-54","50-59",6363
"Vilniaus apskr.","Vilniaus m.","55","55-59","50-59",6249
"Vilniaus apskr.","Vilniaus m.","56","55-59","50-59",6441
"Vilniaus apskr.","Vilniaus m.","57","55-59","50-59",6687
"Vilniaus apskr.","Vilniaus m.","58","55-59","50-59",6797
"Vilniaus apskr.","Vilniaus m.","59","55-59","50-59",7249
"Vilniaus apskr.","Vilniaus m.","60","60-64","60-69",7206
"Vilniaus apskr.","Vilniaus m.","61","60-64","60-69",7035
"Vilniaus apskr.","Vilniaus m.","62","60-64","60-69",6941
"Vilniaus apskr.","Vilniaus m.","63","60-64","60-69",6321
"Vilniaus apskr.","Vilniaus m.","64","60-64","60-69",5861
"Vilniaus apskr.","Vilniaus m.","65","65-69","60-69",5676
"Vilniaus apskr.","Vilniaus m.","66","65-69","60-69",5455
"Vilniaus apskr.","Vilniaus m.","67","65-69","60-69",5008
"Vilniaus apskr.","Vilniaus m.","68","65-69","60-69",5269
"Vilniaus apskr.","Vilniaus m.","69","65-69","60-69",5051
"Vilniaus apskr.","Vilniaus m.","70","70-74","70-79",4840
"Vilniaus apskr.","Vilniaus m.","71","70-74","70-79",5125
"Vilniaus apskr.","Vilniaus m.","72","70-74","70-79",4504
"Vilniaus apskr.","Vilniaus m.","73","70-74","70-79",4027
"Vilniaus apskr.","Vilniaus m.","74","70-74","70-79",3747
"Vilniaus apskr.","Vilniaus m.","75","75-79","70-79",3590
"Vilniaus apskr.","Vilniaus m.","76","75-79","70-79",3061
"Vilniaus apskr.","Vilniaus m.","77","75-79","70-79",3116
"Vilniaus apskr.","Vilniaus m.","78","75-79","70-79",3398
"Vilniaus apskr.","Vilniaus m.","79","75-79","70-79",3204
"Vilniaus apskr.","Vilniaus m.","80","80+","80+",3376
"Vilniaus apskr.","Vilniaus m.","81","80+","80+",3188
"Vilniaus apskr.","Vilniaus m.","82","80+","80+",3145
"Vilniaus apskr.","Vilniaus m.","83","80+","80+",2783
"Vilniaus apskr.","Vilniaus m.","84","80+","80+",2537
"Vilniaus apskr.","Vilniaus m.","85 ir vyresni","80+","80+",11770
"Vilniaus apskr.","Vilniaus r.","0","0-4","0-9",910
"Vilniaus apskr.","Vilniaus r.","1","0-4","0-9",861
"Vilniaus apskr.","Vilniaus r.","2","0-4","0-9",929
"Vilniaus apskr.","Vilniaus r.","3","0-4","0-9",950
"Vilniaus apskr.","Vilniaus r.","4","0-4","0-9",1003
"Vilniaus apskr.","Vilniaus r.","5","5-9","0-9",1097
"Vilniaus apskr.","Vilniaus r.","6","5-9","0-9",934
"Vilniaus apskr.","Vilniaus r.","7","5-9","0-9",1072
"Vilniaus apskr.","Vilniaus r.","8","5-9","0-9",1114
"Vilniaus apskr.","Vilniaus r.","9","5-9","0-9",1107
"Vilniaus apskr.","Vilniaus r.","10","10-14","10-19",1326
"Vilniaus apskr.","Vilniaus r.","11","10-14","10-19",1494
"Vilniaus apskr.","Vilniaus r.","12","10-14","10-19",1289
"Vilniaus apskr.","Vilniaus r.","13","10-14","10-19",1236
"Vilniaus apskr.","Vilniaus r.","14","10-14","10-19",1148
"Vilniaus apskr.","Vilniaus r.","15","15-19","10-19",1106
"Vilniaus apskr.","Vilniaus r.","16","15-19","10-19",1086
"Vilniaus apskr.","Vilniaus r.","17","15-19","10-19",1068
"Vilniaus apskr.","Vilniaus r.","18","15-19","10-19",1064
"Vilniaus apskr.","Vilniaus r.","19","15-19","10-19",1129
"Vilniaus apskr.","Vilniaus r.","20","20-24","20-29",1106
"Vilniaus apskr.","Vilniaus r.","21","20-24","20-29",1149
"Vilniaus apskr.","Vilniaus r.","22","20-24","20-29",1106
"Vilniaus apskr.","Vilniaus r.","23","20-24","20-29",1145
"Vilniaus apskr.","Vilniaus r.","24","20-24","20-29",1106
"Vilniaus apskr.","Vilniaus r.","25","25-29","20-29",1128
"Vilniaus apskr.","Vilniaus r.","26","25-29","20-29",1109
"Vilniaus apskr.","Vilniaus r.","27","25-29","20-29",1300
"Vilniaus apskr.","Vilniaus r.","28","25-29","20-29",1327
"Vilniaus apskr.","Vilniaus r.","29","25-29","20-29",1396
"Vilniaus apskr.","Vilniaus r.","30","30-34","30-39",1396
"Vilniaus apskr.","Vilniaus r.","31","30-34","30-39",1385
"Vilniaus apskr.","Vilniaus r.","32","30-34","30-39",1412
"Vilniaus apskr.","Vilniaus r.","33","30-34","30-39",1511
"Vilniaus apskr.","Vilniaus r.","34","30-34","30-39",1454
"Vilniaus apskr.","Vilniaus r.","35","35-39","30-39",1584
"Vilniaus apskr.","Vilniaus r.","36","35-39","30-39",1502
"Vilniaus apskr.","Vilniaus r.","37","35-39","30-39",1614
"Vilniaus apskr.","Vilniaus r.","38","35-39","30-39",1533
"Vilniaus apskr.","Vilniaus r.","39","35-39","30-39",1532
"Vilniaus apskr.","Vilniaus r.","40","40-44","40-49",1522
"Vilniaus apskr.","Vilniaus r.","41","40-44","40-49",1612
"Vilniaus apskr.","Vilniaus r.","42","40-44","40-49",1657
"Vilniaus apskr.","Vilniaus r.","43","40-44","40-49",1614
"Vilniaus apskr.","Vilniaus r.","44","40-44","40-49",1618
"Vilniaus apskr.","Vilniaus r.","45","45-49","40-49",1638
"Vilniaus apskr.","Vilniaus r.","46","45-49","40-49",1571
"Vilniaus apskr.","Vilniaus r.","47","45-49","40-49",1528
"Vilniaus apskr.","Vilniaus r.","48","45-49","40-49",1627
"Vilniaus apskr.","Vilniaus r.","49","45-49","40-49",1610
"Vilniaus apskr.","Vilniaus r.","50","50-54","50-59",1576
"Vilniaus apskr.","Vilniaus r.","51","50-54","50-59",1477
"Vilniaus apskr.","Vilniaus r.","52","50-54","50-59",1529
"Vilniaus apskr.","Vilniaus r.","53","50-54","50-59",1461
"Vilniaus apskr.","Vilniaus r.","54","50-54","50-59",1422
"Vilniaus apskr.","Vilniaus r.","55","55-59","50-59",1423
"Vilniaus apskr.","Vilniaus r.","56","55-59","50-59",1362
"Vilniaus apskr.","Vilniaus r.","57","55-59","50-59",1473
"Vilniaus apskr.","Vilniaus r.","58","55-59","50-59",1548
"Vilniaus apskr.","Vilniaus r.","59","55-59","50-59",1550
"Vilniaus apskr.","Vilniaus r.","60","60-64","60-69",1543
"Vilniaus apskr.","Vilniaus r.","61","60-64","60-69",1459
"Vilniaus apskr.","Vilniaus r.","62","60-64","60-69",1377
"Vilniaus apskr.","Vilniaus r.","63","60-64","60-69",1277
"Vilniaus apskr.","Vilniaus r.","64","60-64","60-69",1135
"Vilniaus apskr.","Vilniaus r.","65","65-69","60-69",1086
"Vilniaus apskr.","Vilniaus r.","66","65-69","60-69",1075
"Vilniaus apskr.","Vilniaus r.","67","65-69","60-69",1000
"Vilniaus apskr.","Vilniaus r.","68","65-69","60-69",995
"Vilniaus apskr.","Vilniaus r.","69","65-69","60-69",978
"Vilniaus apskr.","Vilniaus r.","70","70-74","70-79",919
"Vilniaus apskr.","Vilniaus r.","71","70-74","70-79",930
"Vilniaus apskr.","Vilniaus r.","72","70-74","70-79",801
"Vilniaus apskr.","Vilniaus r.","73","70-74","70-79",676
"Vilniaus apskr.","Vilniaus r.","74","70-74","70-79",597
"Vilniaus apskr.","Vilniaus r.","75","75-79","70-79",647
"Vilniaus apskr.","Vilniaus r.","76","75-79","70-79",500
"Vilniaus apskr.","Vilniaus r.","77","75-79","70-79",537
"Vilniaus apskr.","Vilniaus r.","78","75-79","70-79",596
"Vilniaus apskr.","Vilniaus r.","79","75-79","70-79",468
"Vilniaus apskr.","Vilniaus r.","80","80+","80+",484
"Vilniaus apskr.","Vilniaus r.","81","80+","80+",481
"Vilniaus apskr.","Vilniaus r.","82","80+","80+",404
"Vilniaus apskr.","Vilniaus r.","83","80+","80+",413
"Vilniaus apskr.","Vilniaus r.","84","80+","80+",380
"Vilniaus apskr.","Vilniaus r.","85 ir vyresni","80+","80+",1737
"Alytaus apskr.","Alytaus m.","0","0-4","0-9",358
"Alytaus apskr.","Alytaus m.","1","0-4","0-9",437
"Alytaus apskr.","Alytaus m.","2","0-4","0-9",429
"Alytaus apskr.","Alytaus m.","3","0-4","0-9",468
"Alytaus apskr.","Alytaus m.","4","0-4","0-9",449
"Alytaus apskr.","Alytaus m.","5","5-9","0-9",447
"Alytaus apskr.","Alytaus m.","6","5-9","0-9",460
"Alytaus apskr.","Alytaus m.","7","5-9","0-9",408
"Alytaus apskr.","Alytaus m.","8","5-9","0-9",431
"Alytaus apskr.","Alytaus m.","9","5-9","0-9",412
"Alytaus apskr.","Alytaus m.","10","10-14","10-19",403
"Alytaus apskr.","Alytaus m.","11","10-14","10-19",437
"Alytaus apskr.","Alytaus m.","12","10-14","10-19",397
"Alytaus apskr.","Alytaus m.","13","10-14","10-19",403
"Alytaus apskr.","Alytaus m.","14","10-14","10-19",438
"Alytaus apskr.","Alytaus m.","15","15-19","10-19",401
"Alytaus apskr.","Alytaus m.","16","15-19","10-19",443
"Alytaus apskr.","Alytaus m.","17","15-19","10-19",468
"Alytaus apskr.","Alytaus m.","18","15-19","10-19",448
"Alytaus apskr.","Alytaus m.","19","15-19","10-19",478
"Alytaus apskr.","Alytaus m.","20","20-24","20-29",532
"Alytaus apskr.","Alytaus m.","21","20-24","20-29",585
"Alytaus apskr.","Alytaus m.","22","20-24","20-29",547
"Alytaus apskr.","Alytaus m.","23","20-24","20-29",568
"Alytaus apskr.","Alytaus m.","24","20-24","20-29",563
"Alytaus apskr.","Alytaus m.","25","25-29","20-29",599
"Alytaus apskr.","Alytaus m.","26","25-29","20-29",633
"Alytaus apskr.","Alytaus m.","27","25-29","20-29",628
"Alytaus apskr.","Alytaus m.","28","25-29","20-29",683
"Alytaus apskr.","Alytaus m.","29","25-29","20-29",613
"Alytaus apskr.","Alytaus m.","30","30-34","30-39",524
"Alytaus apskr.","Alytaus m.","31","30-34","30-39",484
"Alytaus apskr.","Alytaus m.","32","30-34","30-39",486
"Alytaus apskr.","Alytaus m.","33","30-34","30-39",499
"Alytaus apskr.","Alytaus m.","34","30-34","30-39",480
"Alytaus apskr.","Alytaus m.","35","35-39","30-39",482
"Alytaus apskr.","Alytaus m.","36","35-39","30-39",480
"Alytaus apskr.","Alytaus m.","37","35-39","30-39",503
"Alytaus apskr.","Alytaus m.","38","35-39","30-39",461
"Alytaus apskr.","Alytaus m.","39","35-39","30-39",504
"Alytaus apskr.","Alytaus m.","40","40-44","40-49",508
"Alytaus apskr.","Alytaus m.","41","40-44","40-49",510
"Alytaus apskr.","Alytaus m.","42","40-44","40-49",591
"Alytaus apskr.","Alytaus m.","43","40-44","40-49",661
"Alytaus apskr.","Alytaus m.","44","40-44","40-49",659
"Alytaus apskr.","Alytaus m.","45","45-49","40-49",693
"Alytaus apskr.","Alytaus m.","46","45-49","40-49",690
"Alytaus apskr.","Alytaus m.","47","45-49","40-49",716
"Alytaus apskr.","Alytaus m.","48","45-49","40-49",757
"Alytaus apskr.","Alytaus m.","49","45-49","40-49",791
"Alytaus apskr.","Alytaus m.","50","50-54","50-59",753
"Alytaus apskr.","Alytaus m.","51","50-54","50-59",739
"Alytaus apskr.","Alytaus m.","52","50-54","50-59",773
"Alytaus apskr.","Alytaus m.","53","50-54","50-59",764
"Alytaus apskr.","Alytaus m.","54","50-54","50-59",765
"Alytaus apskr.","Alytaus m.","55","55-59","50-59",801
"Alytaus apskr.","Alytaus m.","56","55-59","50-59",807
"Alytaus apskr.","Alytaus m.","57","55-59","50-59",868
"Alytaus apskr.","Alytaus m.","58","55-59","50-59",870
"Alytaus apskr.","Alytaus m.","59","55-59","50-59",882
"Alytaus apskr.","Alytaus m.","60","60-64","60-69",906
"Alytaus apskr.","Alytaus m.","61","60-64","60-69",832
"Alytaus apskr.","Alytaus m.","62","60-64","60-69",873
"Alytaus apskr.","Alytaus m.","63","60-64","60-69",704
"Alytaus apskr.","Alytaus m.","64","60-64","60-69",658
"Alytaus apskr.","Alytaus m.","65","65-69","60-69",699
"Alytaus apskr.","Alytaus m.","66","65-69","60-69",652
"Alytaus apskr.","Alytaus m.","67","65-69","60-69",696
"Alytaus apskr.","Alytaus m.","68","65-69","60-69",692
"Alytaus apskr.","Alytaus m.","69","65-69","60-69",694
"Alytaus apskr.","Alytaus m.","70","70-74","70-79",640
"Alytaus apskr.","Alytaus m.","71","70-74","70-79",649
"Alytaus apskr.","Alytaus m.","72","70-74","70-79",600
"Alytaus apskr.","Alytaus m.","73","70-74","70-79",483
"Alytaus apskr.","Alytaus m.","74","70-74","70-79",450
"Alytaus apskr.","Alytaus m.","75","75-79","70-79",464
"Alytaus apskr.","Alytaus m.","76","75-79","70-79",394
"Alytaus apskr.","Alytaus m.","77","75-79","70-79",433
"Alytaus apskr.","Alytaus m.","78","75-79","70-79",368
"Alytaus apskr.","Alytaus m.","79","75-79","70-79",382
"Alytaus apskr.","Alytaus m.","80","80+","80+",338
"Alytaus apskr.","Alytaus m.","81","80+","80+",355
"Alytaus apskr.","Alytaus m.","82","80+","80+",312
"Alytaus apskr.","Alytaus m.","83","80+","80+",263
"Alytaus apskr.","Alytaus m.","84","80+","80+",265
"Alytaus apskr.","Alytaus m.","85 ir vyresni","80+","80+",1336
"Alytaus apskr.","Alytaus r.","0","0-4","0-9",162
"Alytaus apskr.","Alytaus r.","1","0-4","0-9",169
"Alytaus apskr.","Alytaus r.","2","0-4","0-9",173
"Alytaus apskr.","Alytaus r.","3","0-4","0-9",242
"Alytaus apskr.","Alytaus r.","4","0-4","0-9",218
"Alytaus apskr.","Alytaus r.","5","5-9","0-9",253
"Alytaus apskr.","Alytaus r.","6","5-9","0-9",247
"Alytaus apskr.","Alytaus r.","7","5-9","0-9",237
"Alytaus apskr.","Alytaus r.","8","5-9","0-9",252
